original_row_index,source_row_indices,doi,source_dois,conductivity,conductivity_std,replicate_count,cation_name,anion_name,salt_conc,solvents,solvent_fracs,temperature,original_salt,original_concentration,original_concentration_units,salt_conc_units,solvent_ratio_basis,composition_warning,composition_summary
241,[241],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",14.97757501,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",329.2421899,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
242,[242],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",15.08815342,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",330.9155583,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
243,[243],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",15.24435509,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",331.5310857,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
244,[244],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",15.40287659,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",332.6012991,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
245,[245],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",15.50881534,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",333.3652954,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
246,[246],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",15.6147541,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",334.1292917,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
247,[247],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",15.87380142,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",334.9025673,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
248,[248],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",14.02618827,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",324.4370554,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
249,[249],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",14.2478606,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",326.2181668,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
3593,[3593],10.1149/1.1344281,"[""10.1149/1.1344281""]",16.88831057,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],375.3490984,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3594,[3594],10.1149/1.1344281,"[""10.1149/1.1344281""]",15.5992403,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],370.2464953,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3595,[3595],10.1149/1.1344281,"[""10.1149/1.1344281""]",15.11159636,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],365.2885407,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3596,[3596],10.1149/1.1344281,"[""10.1149/1.1344281""]",14.18156428,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],360.0909409,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3597,[3597],10.1149/1.1344281,"[""10.1149/1.1344281""]",13.73823796,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],355.7556741,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3598,[3598],10.1149/1.1344281,"[""10.1149/1.1344281""]",12.89272821,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],349.786968,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3599,[3599],10.1149/1.1344281,"[""10.1149/1.1344281""]",11.90863732,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],345.6878836,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3600,[3600],10.1149/1.1344281,"[""10.1149/1.1344281""]",10.99966124,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],340.3733362,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3601,[3601],10.1149/1.1344281,"[""10.1149/1.1344281""]",10.48792698,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],335.5409396,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3602,[3602],10.1149/1.1344281,"[""10.1149/1.1344281""]",9.842455236,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],331.1503252,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3603,[3603],10.1149/1.1344281,"[""10.1149/1.1344281""]",8.947962141,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],325.6695285,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3604,[3604],10.1149/1.1344281,"[""10.1149/1.1344281""]",8.397266396,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],321.2409042,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3605,[3605],10.1149/1.1344281,"[""10.1149/1.1344281""]",7.395465531,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],316.0767795,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3606,[3606],10.1149/1.1344281,"[""10.1149/1.1344281""]",6.830975986,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],310.8093421,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3607,[3607],10.1149/1.1344281,"[""10.1149/1.1344281""]",6.112331451,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],305.9744521,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3608,[3608],10.1149/1.1344281,"[""10.1149/1.1344281""]",5.469291042,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],301.5435986,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3609,[3609],10.1149/1.1344281,"[""10.1149/1.1344281""]",4.893900918,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],296.9905725,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3610,[3610],10.1149/1.1344281,"[""10.1149/1.1344281""]",4.175318937,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],292.0865677,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3611,[3611],10.1149/1.1344281,"[""10.1149/1.1344281""]",3.677199915,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],286.6490324,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3612,[3612],10.1149/1.1344281,"[""10.1149/1.1344281""]",3.087842728,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],281.6288791,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3613,[3613],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.634448149,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],276.5673943,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3614,[3614],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.109297952,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],271.8869669,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3615,[3615],10.1149/1.1344281,"[""10.1149/1.1344281""]",1.715863589,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],267.1624981,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3616,[3616],10.1149/1.1344281,"[""10.1149/1.1344281""]",1.395814116,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],262.0179582,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3617,[3617],10.1149/1.1344281,"[""10.1149/1.1344281""]",1.016006653,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],256.501612,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3618,[3618],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.763411364,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],252.1072196,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3619,[3619],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.538312523,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],247.165816,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3620,[3620],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.367719991,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],242.0815012,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3621,[3621],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.243336298,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],237.6763815,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3622,[3622],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.146391965,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],232.6574704,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3623,[3623],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.078804628,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],227.8390808,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3624,[3624],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.038566204,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],222.0932641,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3625,[3625],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.018873918,0.0,1,Li,TFSI,1.0,"[""PC""]",[1.0],217.6928575,LiTFSI,1.0,mol/l,mol/L,molar,,PC:1.000
3724,[3724],10.1149/1.1344281,"[""10.1149/1.1344281""]",15.11159636,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],393.6420782,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3725,[3725],10.1149/1.1344281,"[""10.1149/1.1344281""]",14.63919654,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],388.4671114,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3726,[3726],10.1149/1.1344281,"[""10.1149/1.1344281""]",14.18156428,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],384.2564945,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3727,[3727],10.1149/1.1344281,"[""10.1149/1.1344281""]",13.73823796,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],379.3238125,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3728,[3728],10.1149/1.1344281,"[""10.1149/1.1344281""]",13.30877035,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],374.9116891,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3729,[3729],10.1149/1.1344281,"[""10.1149/1.1344281""]",12.48969187,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],369.823548,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3730,[3730],10.1149/1.1344281,"[""10.1149/1.1344281""]",11.72102298,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],364.8716658,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3731,[3731],10.1149/1.1344281,"[""10.1149/1.1344281""]",11.175729,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],360.0531599,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3732,[3732],10.1149/1.1344281,"[""10.1149/1.1344281""]",10.48792698,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],355.3578086,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3733,[3733],10.1149/1.1344281,"[""10.1149/1.1344281""]",9.687392507,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],349.744189,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3734,[3734],10.1149/1.1344281,"[""10.1149/1.1344281""]",9.091189065,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],345.6484223,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3735,[3735],10.1149/1.1344281,"[""10.1149/1.1344281""]",8.397266396,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],340.6616679,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3736,[3736],10.1149/1.1344281,"[""10.1149/1.1344281""]",7.880462816,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],335.501574,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3737,[3737],10.1149/1.1344281,"[""10.1149/1.1344281""]",7.51384218,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],330.1901921,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3738,[3738],10.1149/1.1344281,"[""10.1149/1.1344281""]",6.940317048,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],325.6365649,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3739,[3739],10.1149/1.1344281,"[""10.1149/1.1344281""]",6.309573445,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],321.2048223,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3740,[3740],10.1149/1.1344281,"[""10.1149/1.1344281""]",5.645782431,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],315.7626765,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3741,[3741],10.1149/1.1344281,"[""10.1149/1.1344281""]",5.214844698,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],311.3225235,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3742,[3742],10.1149/1.1344281,"[""10.1149/1.1344281""]",4.740913909,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],305.9453548,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3743,[3743],10.1149/1.1344281,"[""10.1149/1.1344281""]",4.175318937,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],301.5135718,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3744,[3744],10.1149/1.1344281,"[""10.1149/1.1344281""]",3.736059577,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],296.4654522,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3745,[3745],10.1149/1.1344281,"[""10.1149/1.1344281""]",3.343011965,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],291.823279,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3746,[3746],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.897803719,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],286.6250905,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3747,[3747],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.39502662,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],281.6042278,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3748,[3748],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.043359718,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],276.9751462,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3749,[3749],10.1149/1.1344281,"[""10.1149/1.1344281""]",1.743328822,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],271.8697349,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3750,[3750],10.1149/1.1344281,"[""10.1149/1.1344281""]",1.395814116,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],266.9435931,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3751,[3751],10.1149/1.1344281,"[""10.1149/1.1344281""]",1.099966124,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],261.8047361,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3752,[3752],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.83972664,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],256.4862751,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3753,[3753],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.601603487,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],251.7311868,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3754,[3754],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.437904401,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],246.8067356,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3755,[3755],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.308784273,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],242.0689785,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3756,[3756],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.204335972,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],237.1879349,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3757,[3757],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.135217992,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],232.8047832,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3758,[3758],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.077563103,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],227.8380723,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3759,[3759],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.038566204,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],222.7901682,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3760,[3760],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.016360369,0.0,1,Li,ClO4,1.0,"[""PC""]",[1.0],217.5511705,LiClO4,1.0,mol/l,mol/L,molar,,PC:1.000
3786,[3786],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.579896064,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],342.1636336,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3787,[3787],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.62959886,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],338.0551762,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3788,[3788],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.680259201,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],333.0552761,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3789,[3789],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.714573827,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],328.1997969,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3790,[3790],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.749327774,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],323.4838556,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3791,[3791],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.784526666,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],318.2249727,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3792,[3792],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.820176199,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],313.3523897,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3793,[3793],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.911309636,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],307.1556519,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3794,[3794],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.948582337,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],303.021284,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3795,[3795],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.986332231,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],298.0067029,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3796,[3796],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.986332231,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],293.344378,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3797,[3797],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.986332231,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],287.5338457,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3798,[3798],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.911309636,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],282.831159,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3799,[3799],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.802294743,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],277.9341762,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3800,[3800],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.784526666,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],273.3744374,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3801,[3801],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.714573827,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],267.9981574,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3802,[3802],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.714573827,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],263.1400409,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3803,[3803],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.596358393,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],257.41429,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3804,[3804],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.531132715,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],252.3586002,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3805,[3805],10.1149/1.1344281,"[""10.1149/1.1344281""]",2.271713669,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],247.7604222,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3806,[3806],10.1149/1.1344281,"[""10.1149/1.1344281""]",1.541151395,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],242.7698113,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3807,[3807],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.575000879,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],236.6597417,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3808,[3808],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.454421178,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],231.2829745,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3809,[3809],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.363725275,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],226.3738768,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3810,[3810],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.308283497,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],221.8928866,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3811,[3811],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.262959886,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],217.271265,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3812,[3812],10.1149/1.1344281,"[""10.1149/1.1344281""]",0.220060166,0.0,1,Li,ClO4,0.5,"[""DME""]",[1.0],212.2342837,LiClO4,0.5,mol/l,mol/L,molar,,DME:1.000
3813,[3813],10.1149/1.1344281,"[""10.1149/1.1344281""]",10.25769363,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],338.3557034,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
3814,[3814],10.1149/1.1344281,"[""10.1149/1.1344281""]",10.25769363,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],333.0961378,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
3815,[3815],10.1149/1.1344281,"[""10.1149/1.1344281""]",10.25769363,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],328.2368302,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
3816,[3816],10.1149/1.1344281,"[""10.1149/1.1344281""]",10.32314802,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],322.8222872,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
3817,[3817],10.1149/1.1344281,"[""10.1149/1.1344281""]",10.32314802,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],317.8065302,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
3818,[3818],10.1149/1.1344281,"[""10.1149/1.1344281""]",10.0,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],313.3740906,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
3819,[3819],10.1149/1.1344281,"[""10.1149/1.1344281""]",10.0,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],308.4339357,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
3820,[3820],10.1149/1.1344281,"[""10.1149/1.1344281""]",9.873591112,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],303.2356303,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
3821,[3821],10.1149/1.1344281,"[""10.1149/1.1344281""]",9.748780144,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],297.4212537,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
3822,[3822],10.1149/1.1344281,"[""10.1149/1.1344281""]",9.4436117,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],292.5814702,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
3823,[3823],10.1149/1.1344281,"[""10.1149/1.1344281""]",9.147996017,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],287.5287705,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
3824,[3824],10.1149/1.1344281,"[""10.1149/1.1344281""]",8.749615134,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],282.2910457,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
3825,[3825],10.1149/1.1344281,"[""10.1149/1.1344281""]",8.421983081,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],277.7550436,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
3826,[3826],10.1149/1.1344281,"[""10.1149/1.1344281""]",8.106619313,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],272.5347235,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
3827,[3827],10.1149/1.1344281,"[""10.1149/1.1344281""]",7.558803207,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],267.3436967,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
3828,[3828],10.1149/1.1344281,"[""10.1149/1.1344281""]",7.13824024,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],262.5014503,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
3829,[3829],10.1149/1.1344281,"[""10.1149/1.1344281""]",6.741076905,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],258.1272857,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
3830,[3830],10.1149/1.1344281,"[""10.1149/1.1344281""]",6.285539232,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],252.8961185,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
3831,[3831],10.1149/1.1344281,"[""10.1149/1.1344281""]",5.713550593,0.0,1,Li,TFSI,0.5,"[""DME""]",[1.0],247.0532567,LiTFSI,0.5,mol/l,mol/L,molar,,DME:1.000
