original_row_index,doi,original_salt,rejection_reason
453,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
454,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
455,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
456,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
457,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
458,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
459,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
460,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
461,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
462,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
463,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
464,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
465,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
466,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
467,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
468,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
469,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
470,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
471,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
472,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
473,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
474,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
475,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
476,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
477,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
478,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
479,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
480,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
481,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
482,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
483,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
484,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
485,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
486,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
487,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
488,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
489,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
490,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
491,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
492,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
493,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
494,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
495,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
496,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
497,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
498,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
499,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
500,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
501,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
502,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
503,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
504,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
505,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
506,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
507,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
508,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
509,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
510,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
511,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
512,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
513,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
514,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
515,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
516,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
517,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
518,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
519,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
520,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
521,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
522,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
523,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
524,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
525,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
526,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
527,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
528,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
529,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
530,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
531,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
532,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
533,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
534,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
535,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
536,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
537,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
538,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
539,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
540,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
541,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
542,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
543,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
544,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
545,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
546,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
547,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
548,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
549,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
550,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
551,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
552,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
553,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
554,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
555,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
556,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
557,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
558,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
559,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
560,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
561,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
562,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
563,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
564,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
565,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
566,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
567,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
568,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
569,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
570,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
571,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
572,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
573,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
574,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
575,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
576,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
577,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
578,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
579,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
580,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
581,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
582,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
583,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
584,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
585,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
586,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
587,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
588,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
589,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
590,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
591,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
592,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
593,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
594,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
595,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
596,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
597,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
598,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
599,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
600,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
601,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
602,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
603,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
604,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
605,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
606,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
607,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
608,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
609,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
610,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
611,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
612,10.1016/S0378-7753(03)00153-8,LiPF6,concentration unit mol/kg cannot be converted to mol/L without density
613,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
614,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
615,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
616,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
617,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
618,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
619,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
620,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
621,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
622,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
623,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
624,10.1016/S0378-7753(03)00153-8,LiBF4,concentration unit mol/kg cannot be converted to mol/L without density
