file,n_atoms,total_charge_e,mu_x_eA,mu_y_eA,mu_z_eA,mu_total_eA,mu_x_D,mu_y_D,mu_z_D,mu_total_D
coordinate_40,6,0.0,1.204824848,-0.6910340559999999,2.4665886720000003,2.8307579652363,5.7870203877353505,-3.3191780343257427,11.84753033332283,13.596709998768805
coordinate_40p5,6,0.0,1.2055554480000001,-0.6912708080000001,2.466978944,2.8314668245160157,5.790529609098356,-3.320315202647854,11.849404889632412,13.600114795001685
coordinate_41,6,0.0,1.2062811360000003,-0.6914945680000002,2.4673325999999998,2.8321386046000145,5.794015237119812,-3.3213899677343393,11.85110357179824,13.60334149226696
coordinate_41p5,6,0.0,1.2069893680000001,-0.691749776,2.467689712,2.8328137252159262,5.797417020399804,-3.322615784002624,11.852818853839555,13.60658423479086
coordinate_42,6,0.0,1.207492528,-0.6919835199999997,2.4679723999999994,2.8333314603641377,5.79983380088298,-3.323738504284958,11.854176662173339,13.609071022694613
coordinate_42p5,6,0.0,1.208334776,-0.6922616879999998,2.46836092,2.8340968238482653,5.8038792904457335,-3.3250746021334443,11.85604280326827,13.612747220188403
coordinate_43,6,0.0,1.2090057600000002,-0.692531448,2.468702592,2.8347464122791783,5.807102163956594,-3.326370314636708,11.857683923828825,13.615867326400997
coordinate_43p5,6,0.0,1.209729184,-0.6928409919999998,2.4690967040000005,2.835473835626158,5.810576917522579,-3.3278571178362553,11.859576924444507,13.619361289649241
coordinate_44,6,0.0,1.210556152,-0.6931369279999999,2.469481488,2.8362340907754806,5.814549014117325,-3.3292785590260747,11.861425120766626,13.623012950765224
coordinate_44p5,6,0.0,1.211309136,-0.693462136,2.4698573039999996,2.836962223778261,5.818165750414614,-3.3308405996242407,11.863230241948884,13.626510322635557
coordinate_45,6,0.0,1.2121700640000002,-0.6938947839999999,2.470230152,2.8377602504739743,5.822300963841398,-3.3329186965367246,11.865021107219558,13.630343408221163
coordinate_45p5,6,0.0,1.2128864320000001,-0.6942410480000001,2.47058288,2.838458013888337,5.825741825994933,-3.3345818734133186,11.866715332011413,13.633694908741289
coordinate_46,6,0.0,1.21387868,-0.6946766400000002,2.471012312,2.8393624161025692,5.8305077962645715,-3.336674110960477,11.868777981817543,13.638038937718749
coordinate_46p5,6,0.0,1.2150685360000002,-0.6952825040000001,2.4714715039999997,2.840419106862527,5.836222918211051,-3.3395841997804534,11.870983574995915,13.643114439756708
coordinate_47,6,0.0,1.216291656,-0.69593924,2.4719658719999997,2.8415334047939185,5.84209781395909,-3.342738637230567,11.873358125703259,13.648466640831975
coordinate_47p5,6,0.0,1.218014632,-0.696934008,2.472605008,2.8430709067590487,5.850373620401935,-3.3475167115760818,11.876428026750434,13.655851577516474
coordinate_48,6,0.0,1.542097424,-0.9305641440000001,2.48479884,3.068915014540356,7.407009614199263,-4.469690081809714,11.934997498077124,14.740627060317877
coordinate_48p5,6,0.0,1.5461747520000002,-0.9328192160000002,2.4831896799999997,3.0703483581378217,7.426593855263559,-4.480521654267299,11.927268373181843,14.747511703039956
coordinate_49,6,0.0,1.542782072,-0.9312186319999998,2.4848469439999996,3.0694965380945947,7.410298118699315,-4.472833721655633,11.935228551436616,14.743420236994066
coordinate_49p5,6,0.0,1.5423529200000003,-0.9361772000000002,2.485109584,3.0710014529662826,7.408236813790508,-4.4966507388408345,11.936490065122326,14.750648651197775
coordinate_50,6,0.0,1.5392782160000003,-0.9329117439999999,2.486373488,3.069487721131093,7.393468381047949,-4.480966085192942,11.942560854771363,14.743377887313425
coordinate_50p5,6,0.0,1.5431911119999997,-0.9309172399999999,2.485354912,3.070021946906494,7.412262821554943,-4.471386074180902,11.937668425728052,14.745943883075407
coordinate_51,6,0.0,1.54445632,-0.9366864559999999,2.4844120399999996,3.071649398244979,7.418339874582927,-4.499096799659938,11.9331396184943,14.753760865013897
coordinate_51p5,6,0.0,1.5441992560000002,-0.9323793680000001,2.4851136719999998,3.070777196552097,7.417105143566696,-4.478408974280884,11.93650970062319,14.749571501732333
coordinate_52,6,0.0,1.4514590160000003,-1.1101115040000002,2.4925389840000003,3.0906037295649185,6.971654785753798,-5.3320928074912635,11.972174994213898,14.844802398533448
coordinate_52p5,6,0.0,1.547190496,-0.9391340800000001,2.484219544,3.073616435718963,7.431472681631123,-4.510853238791339,11.932215020799951,14.76320894867874
coordinate_53,6,0.0,1.191868208,-0.696932704,2.469093184,2.8289019372224873,5.724786993428275,-3.347510448197136,11.859560017163917,13.587795116266198
coordinate_53p5,6,0.0,1.5401904400000004,-0.9341557600000003,2.4871171839999997,3.070925831464619,7.397849979663669,-4.486941348706657,11.94613297890328,14.750285425644611
coordinate_54,6,0.0,1.448490768,-1.1152775280000002,2.4946722560000003,3.092791479278736,6.95739768297212,-5.356906278313315,11.982421536337492,14.85531060826878
